client_id,full_name,age,gender,marital_status,region,education_level,employment_years,risk_score,risk_level,approve_credit,income,credit_score,loan_amount,past_due,monthly_expenses,savings_balance
1555,Client_1555,51,male,married,Tashkent,bachelor,30,45.723,0,1,5482.19,761,6656.24,1,2596.05,5860.03
1556,Client_1556,43,male,single,Namangan,master,20,101.092,2,1,6843.22,650,12309.36,0,3988.31,13845.91
1557,Client_1557,62,male,divorced,Tashkent,high_school,24,68.891,1,1,5913.4,714,11103.84,2,3226.0,9754.47
1558,Client_1558,30,female,single,Namangan,master,14,54.425,0,1,9781.42,743,18429.93,2,3288.38,18600.31
1559,Client_1559,52,female,single,Samarkand,bachelor,34,29.017,0,1,6250.06,794,6526.2,2,1531.72,8347.8
1560,Client_1560,63,female,married,Bukhara,bachelor,27,47.989,0,1,7782.17,756,10474.35,1,3109.93,8236.77
1561,Client_1561,50,female,single,Andijan,bachelor,13,140.311,3,0,7859.9,570,16960.47,4,1656.28,12514.94
1562,Client_1562,59,female,divorced,Andijan,master,3,162.672,3,0,5259.99,525,7768.5,4,1367.42,6574.37
1563,Client_1563,51,male,divorced,Samarkand,high_school,19,54.252,0,1,6854.84,743,11696.0,2,2011.03,6483.47
1564,Client_1564,38,male,married,Tashkent,high_school,33,82.429,1,1,8806.49,688,14674.81,1,4106.1,19184.69
1565,Client_1565,56,male,single,Bukhara,master,11,68.028,1,1,5690.15,715,7688.55,2,2298.54,8260.18
1566,Client_1566,22,male,divorced,Namangan,master,32,8.489,0,1,8243.45,835,13439.81,2,2645.88,18091.33
1567,Client_1567,34,female,single,Samarkand,high_school,23,113.667,2,1,6503.38,625,10075.57,2,2769.84,9417.31
1568,Client_1568,33,female,single,Bukhara,bachelor,19,28.083,0,1,8745.48,796,16404.76,1,2187.08,14111.67
1569,Client_1569,49,male,single,Bukhara,bachelor,4,113.249,2,1,9621.25,625,20957.47,1,4832.59,23962.29
1570,Client_1570,32,female,married,Namangan,bachelor,29,15.507,0,1,3988.24,821,6223.7,2,1933.55,9583.77
1571,Client_1571,59,female,single,Bukhara,high_school,23,52.181,0,1,4992.8,748,5316.48,3,1430.94,5209.38
1572,Client_1572,22,male,divorced,Tashkent,bachelor,6,153.316,3,0,6342.24,544,16640.12,3,2806.8,14189.55
1573,Client_1573,52,male,single,Tashkent,high_school,15,104.57,2,1,9198.14,642,19221.69,3,3691.41,11781.04
1574,Client_1574,33,female,divorced,Tashkent,master,14,0.72,0,1,7798.7,850,8457.17,1,1749.46,5010.64
1575,Client_1575,47,female,single,Bukhara,master,22,5.166,0,1,5132.87,841,6372.09,3,1597.67,8477.26
1576,Client_1576,61,male,divorced,Tashkent,bachelor,11,58.75,1,1,8018.38,734,10388.73,1,4809.37,19677.94
1577,Client_1577,37,male,divorced,Namangan,high_school,28,69.744,1,1,5629.4,712,11769.24,2,1350.01,13784.3
1578,Client_1578,60,male,single,Bukhara,high_school,14,75.058,1,1,8305.8,702,16463.55,3,3343.62,6253.69
1579,Client_1579,51,female,single,Andijan,bachelor,28,66.045,1,1,7808.45,719,15714.63,4,4214.48,15948.55
1580,Client_1580,54,male,divorced,Bukhara,bachelor,20,92.232,2,1,5622.83,667,11304.01,3,1800.77,11839.81
1581,Client_1581,44,male,widowed,Namangan,high_school,14,31.573,0,1,6901.07,789,9553.67,1,2099.88,8540.0
1582,Client_1582,55,female,married,Andijan,bachelor,13,59.885,1,1,8837.03,732,10914.3,0,4916.19,16058.56
1583,Client_1583,26,female,widowed,Bukhara,high_school,15,129.087,3,0,4161.94,593,6357.88,3,1339.86,6144.36
1584,Client_1584,39,female,widowed,Tashkent,high_school,14,56.574,1,1,7451.66,739,8710.29,2,3432.22,7122.2
1585,Client_1585,50,female,single,Samarkand,high_school,3,78.471,1,1,5339.65,695,8914.07,3,2649.14,10799.6
1586,Client_1586,27,female,married,Samarkand,high_school,26,100.108,2,1,6975.72,652,15409.1,2,3595.61,7153.64
1587,Client_1587,30,male,widowed,Tashkent,high_school,22,0.882,0,1,7686.64,850,13509.04,2,4595.87,9077.12
1588,Client_1588,61,male,single,Samarkand,bachelor,28,81.41,1,1,10019.75,689,14033.47,0,5223.07,8817.75
1589,Client_1589,52,female,widowed,Samarkand,master,8,173.309,3,0,6960.55,504,17584.76,3,3221.38,13493.33
1590,Client_1590,54,female,widowed,Tashkent,master,6,96.682,2,1,9198.29,658,16737.46,3,5134.35,13038.1
1591,Client_1591,48,female,single,Tashkent,high_school,3,41.273,0,1,5739.25,769,8329.76,1,3227.17,7958.89
1592,Client_1592,35,female,single,Bukhara,high_school,4,127.262,3,0,6257.47,597,13103.25,2,3687.32,10694.8
1593,Client_1593,50,female,single,Bukhara,high_school,4,42.961,0,1,7880.59,766,10576.5,1,4023.72,6418.95
1594,Client_1594,57,male,married,Tashkent,high_school,10,130.822,3,0,7302.64,590,18044.33,3,2029.92,16769.11
1595,Client_1595,49,male,widowed,Namangan,bachelor,27,26.011,0,1,6507.37,800,10400.46,1,3149.06,9306.96
1596,Client_1596,42,male,single,Samarkand,bachelor,15,111.569,2,1,6466.73,628,13537.59,3,1487.68,7973.82
1597,Client_1597,24,male,divorced,Bukhara,high_school,29,101.84,2,1,8999.94,648,12935.05,2,2944.65,6780.39
1598,Client_1598,40,female,widowed,Samarkand,high_school,3,104.167,2,1,6567.34,642,8970.16,4,1617.69,5489.69
1599,Client_1599,52,male,divorced,Andijan,high_school,1,59.312,1,1,5468.73,734,7793.92,2,3171.74,12800.76
1600,Client_1600,56,female,married,Tashkent,high_school,2,2.853,0,1,5717.69,846,8955.34,1,1918.29,8080.43
1601,Client_1601,24,female,single,Namangan,bachelor,20,84.839,1,1,8004.85,681,17083.86,3,3884.64,15564.38
1602,Client_1602,47,female,divorced,Andijan,high_school,5,86.198,2,1,10384.78,679,16371.99,2,4450.16,6864.68
1603,Client_1603,37,male,married,Andijan,bachelor,17,111.247,2,1,6214.03,628,13157.89,4,1510.04,11104.02
1604,Client_1604,32,female,single,Andijan,bachelor,4,159.004,3,0,10222.94,534,21130.45,4,4340.02,23952.74
1605,Client_1605,42,male,divorced,Tashkent,master,8,107.253,2,1,6983.74,637,10643.76,2,3243.31,7681.6
1606,Client_1606,37,male,divorced,Bukhara,master,19,142.029,3,0,6580.28,567,15146.98,4,3636.31,10911.96
1607,Client_1607,30,female,married,Tashkent,bachelor,27,170.484,3,0,5634.58,510,14896.04,3,1284.88,13412.78
1608,Client_1608,21,female,single,Bukhara,high_school,25,89.66,2,1,6702.98,673,8984.15,3,2133.25,12994.7
1609,Client_1609,42,female,single,Andijan,bachelor,17,110.183,2,1,5865.79,631,9097.26,3,2797.61,3664.07
1610,Client_1610,46,male,divorced,Andijan,master,18,23.97,0,1,5745.43,804,8012.4,1,1227.99,7224.73
1611,Client_1611,38,female,divorced,Namangan,high_school,2,123.888,3,0,4521.92,603,6673.38,3,1272.57,3036.68
1612,Client_1612,34,male,divorced,Bukhara,bachelor,8,55.135,1,1,9649.18,740,18854.68,3,2773.83,21446.6
1613,Client_1613,49,female,single,Andijan,master,30,56.156,1,1,8596.58,739,13891.66,3,4020.88,14986.63
1614,Client_1614,32,female,married,Samarkand,bachelor,16,25.701,0,1,7407.4,800,7782.8,2,2328.77,17872.31
1615,Client_1615,56,male,married,Namangan,high_school,22,94.208,2,1,6783.98,663,9080.71,3,2983.85,3660.04
1616,Client_1616,55,male,single,Tashkent,high_school,33,26.289,0,1,6991.63,799,12830.75,4,4098.07,9411.96
1617,Client_1617,32,male,widowed,Namangan,bachelor,4,60.98,1,1,5834.64,730,10412.51,1,3018.24,4135.17
1618,Client_1618,27,male,married,Samarkand,high_school,14,34.542,0,1,5299.22,783,8808.86,3,1765.49,6364.24
1619,Client_1619,49,male,divorced,Bukhara,bachelor,2,0.909,0,1,8076.12,850,7642.61,0,3141.29,6652.9
1620,Client_1620,31,male,widowed,Tashkent,bachelor,18,91.446,2,1,6606.67,669,14039.57,2,1851.65,7647.79
1621,Client_1621,53,female,widowed,Tashkent,high_school,27,78.237,1,1,7488.6,695,11660.9,2,1544.81,16014.56
1622,Client_1622,26,female,married,Bukhara,master,2,102.106,2,1,4506.34,647,8664.08,2,1423.49,3701.5
1623,Client_1623,35,male,widowed,Namangan,bachelor,3,16.515,0,1,6526.86,819,11715.76,1,2269.8,9446.51
1624,Client_1624,52,female,widowed,Andijan,high_school,23,0.99,0,1,5269.96,850,5115.02,1,2243.67,12348.39
1625,Client_1625,31,male,married,Namangan,master,30,52.484,0,1,7726.08,746,11512.44,2,4462.79,19296.35
1626,Client_1626,43,female,married,Samarkand,master,10,157.862,3,0,8492.92,535,12494.48,3,4918.59,8503.81
1627,Client_1627,46,female,widowed,Andijan,bachelor,0,126.045,3,0,9189.55,601,17210.26,2,2095.58,21789.67
1628,Client_1628,54,male,divorced,Namangan,master,8,33.275,0,1,6056.53,784,7252.08,3,2700.35,6194.48
1629,Client_1629,54,male,single,Bukhara,bachelor,16,136.964,3,0,5308.15,577,13185.55,2,1151.56,7044.22
1630,Client_1630,49,male,widowed,Samarkand,master,0,112.566,2,1,6372.11,626,10677.35,3,2926.28,14374.51
1631,Client_1631,24,female,widowed,Samarkand,bachelor,2,114.224,2,1,5951.03,623,11709.17,4,1470.39,12332.63
1632,Client_1632,37,male,divorced,Samarkand,bachelor,25,89.239,2,1,7646.85,673,15851.57,3,4424.17,16937.58
1633,Client_1633,55,female,widowed,Andijan,phd,30,73.931,1,1,4895.83,703,10359.58,3,2671.83,10283.75
1634,Client_1634,33,male,widowed,Tashkent,bachelor,25,170.736,3,0,4368.41,510,9661.65,3,912.7,4237.89
1635,Client_1635,61,female,single,Andijan,high_school,22,154.298,3,0,6480.33,543,13041.37,3,3323.45,10482.51
1636,Client_1636,59,female,single,Namangan,bachelor,29,153.527,3,0,8089.76,545,11982.95,2,3675.65,10278.05
1637,Client_1637,35,male,single,Tashkent,bachelor,9,147.928,3,0,5458.81,555,7464.86,3,2173.41,7748.36
1638,Client_1638,49,female,married,Namangan,high_school,7,84.953,1,1,8273.67,681,14649.88,2,3649.13,6684.4
1639,Client_1639,49,female,married,Tashkent,phd,24,76.962,1,1,7548.01,698,8647.3,2,3557.38,8540.83
1640,Client_1640,31,male,single,Andijan,high_school,21,39.942,0,1,9320.19,771,12511.95,1,5161.36,20646.97
1641,Client_1641,52,female,single,Samarkand,high_school,14,61.148,1,1,5796.62,730,5977.37,0,2938.56,13303.92
1642,Client_1642,22,male,married,Bukhara,master,9,111.733,2,1,4590.29,628,8860.42,4,1974.52,7896.71
1643,Client_1643,34,male,divorced,Samarkand,bachelor,19,75.049,1,1,7897.81,701,12049.84,3,4184.63,11819.35
1644,Client_1644,40,male,widowed,Andijan,high_school,22,38.194,0,1,7419.81,775,8093.78,3,4413.08,14288.18
1645,Client_1645,42,male,widowed,Tashkent,bachelor,0,95.867,2,1,7303.75,660,10767.06,3,2337.73,12545.69
1646,Client_1646,31,female,single,Samarkand,bachelor,1,99.289,2,1,5428.26,652,9800.28,3,1342.78,13393.41
1647,Client_1647,47,female,divorced,Andijan,high_school,18,128.166,3,0,8162.73,595,17047.5,2,4020.79,7184.65
1648,Client_1648,23,female,married,Namangan,phd,13,121.891,3,0,6049.86,608,10920.95,2,3578.12,8458.25
1649,Client_1649,37,male,single,Bukhara,bachelor,7,54.705,0,1,7303.09,742,13321.88,4,1801.54,17063.53
1650,Client_1650,64,female,divorced,Samarkand,bachelor,11,85.975,2,1,6310.65,680,7746.81,4,2351.87,14700.49
1651,Client_1651,48,female,divorced,Tashkent,bachelor,25,1.016,0,1,7531.57,850,7207.35,1,1693.9,11227.27
1652,Client_1652,49,male,divorced,Namangan,bachelor,26,116.394,3,0,5207.3,619,6587.46,3,2658.92,4007.64
1653,Client_1653,41,male,married,Andijan,high_school,28,51.372,0,1,7749.52,749,11925.4,3,4490.72,16505.82
1654,Client_1654,36,female,married,Bukhara,high_school,14,68.5,1,1,7986.38,715,14298.12,2,3191.34,13339.9
1655,Client_1655,57,male,widowed,Tashkent,bachelor,0,89.731,2,1,7173.97,672,9052.29,3,2609.95,14680.32
1656,Client_1656,40,male,widowed,Andijan,master,27,105.721,2,1,9465.85,641,18157.64,3,5330.1,13489.28
1657,Client_1657,26,male,divorced,Andijan,high_school,2,58.949,1,1,7310.74,734,11032.81,1,1852.22,6636.46
1658,Client_1658,39,male,divorced,Samarkand,bachelor,17,61.533,1,1,8378.13,729,17133.61,2,4663.55,4591.04
1659,Client_1659,25,female,married,Samarkand,master,33,76.772,1,1,7138.63,698,13170.41,2,2547.42,11552.27
1660,Client_1660,23,male,widowed,Tashkent,high_school,31,67.186,1,1,8244.1,718,14267.27,0,3493.54,6777.41
1661,Client_1661,21,male,divorced,Andijan,high_school,28,84.186,1,1,4700.04,683,8101.88,3,1933.21,4109.13
1662,Client_1662,58,male,widowed,Samarkand,high_school,24,159.102,3,0,7049.42,532,19839.05,6,3146.8,9676.11
1663,Client_1663,35,male,widowed,Bukhara,bachelor,25,81.806,1,1,5309.6,688,11469.83,2,3062.84,7349.3
1664,Client_1664,54,male,divorced,Bukhara,high_school,7,97.548,2,1,7210.64,656,12683.3,3,4185.42,7562.33
1665,Client_1665,55,male,married,Andijan,bachelor,18,1.018,0,1,7576.29,850,9727.84,0,4034.07,5787.11
1666,Client_1666,45,male,divorced,Samarkand,bachelor,21,57.416,1,1,8211.25,737,12217.48,1,2271.38,19624.1
1667,Client_1667,44,male,divorced,Tashkent,bachelor,28,76.783,1,1,7734.86,698,11868.79,2,2578.85,5903.88
1668,Client_1668,32,female,widowed,Tashkent,high_school,32,64.738,1,1,6494.72,722,10336.67,3,2566.26,7803.7
1669,Client_1669,38,male,divorced,Tashkent,bachelor,34,131.338,3,0,5869.61,588,9536.31,3,3299.8,6513.71
1670,Client_1670,35,female,married,Bukhara,master,2,113.497,2,1,3486.21,625,8059.08,2,1423.58,7783.59
1671,Client_1671,64,male,divorced,Samarkand,master,18,100.832,2,1,7103.28,650,12216.52,3,4197.86,9377.22
1672,Client_1672,36,male,married,Samarkand,master,9,68.332,1,1,8706.79,715,16824.04,2,5167.8,6513.44
1673,Client_1673,47,male,married,Bukhara,bachelor,26,105.49,2,1,7162.59,641,12366.34,3,3147.48,3728.29
1674,Client_1674,28,male,widowed,Tashkent,bachelor,14,107.92,2,1,6872.87,635,13951.18,4,3786.94,13360.17
1675,Client_1675,45,female,single,Tashkent,high_school,10,133.553,3,0,7214.59,584,12388.91,4,4326.51,13916.95
1676,Client_1676,37,male,single,Andijan,high_school,25,84.433,1,1,6418.44,682,11464.15,4,3465.23,8572.25
1677,Client_1677,49,male,widowed,Namangan,high_school,23,78.446,1,1,7292.45,695,11793.19,1,3374.69,5488.42
1678,Client_1678,28,female,divorced,Samarkand,bachelor,12,66.253,1,1,6392.55,719,9121.65,3,3439.54,7947.66
1679,Client_1679,35,female,widowed,Samarkand,high_school,31,116.868,3,0,5651.68,617,12918.69,5,1317.19,9493.49
1680,Client_1680,47,male,married,Samarkand,high_school,3,69.374,1,1,6887.05,713,8056.8,1,3126.23,13139.71
1681,Client_1681,27,female,single,Namangan,phd,12,132.609,3,0,6854.35,586,13035.87,3,1964.52,4499.74
1682,Client_1682,23,female,widowed,Andijan,high_school,8,95.513,2,1,9812.76,660,13312.51,2,2418.11,15824.2
1683,Client_1683,49,female,divorced,Namangan,high_school,33,72.427,1,1,5791.47,707,11431.48,2,3226.71,6094.06
1684,Client_1684,64,male,widowed,Tashkent,high_school,6,97.059,2,1,6760.84,657,9678.27,4,3081.98,11726.89
1685,Client_1685,44,male,single,Tashkent,bachelor,0,156.142,3,0,6615.0,539,15022.89,2,1967.42,11882.4
1686,Client_1686,23,male,widowed,Samarkand,bachelor,11,150.854,3,0,6328.48,550,10055.53,4,2244.79,14689.7
1687,Client_1687,40,female,widowed,Bukhara,high_school,20,76.06,1,1,7769.66,700,11697.39,2,4578.74,10261.83
1688,Client_1688,35,male,single,Samarkand,bachelor,10,59.613,1,1,10356.94,732,20150.62,3,5643.22,16314.07
1689,Client_1689,45,female,married,Bukhara,master,13,70.703,1,1,6518.76,711,8023.45,3,1344.38,6756.24
1690,Client_1690,50,male,married,Namangan,master,33,58.538,1,1,7773.84,734,13205.2,2,4601.5,8342.22
1691,Client_1691,34,male,single,Tashkent,phd,33,98.588,2,1,4131.44,655,5700.29,2,1435.31,2446.09
1692,Client_1692,27,female,widowed,Bukhara,master,24,51.999,0,1,6409.71,746,9117.57,5,3064.91,6872.09
1693,Client_1693,37,male,single,Namangan,bachelor,3,70.464,1,1,9332.86,710,15183.17,3,4527.1,5857.84
1694,Client_1694,64,female,married,Tashkent,high_school,25,115.065,2,1,6917.53,622,13146.94,1,3906.15,16794.6
1695,Client_1695,40,female,divorced,Bukhara,high_school,15,62.877,1,1,7753.51,726,12830.52,1,4295.63,13557.22
1696,Client_1696,56,male,widowed,Samarkand,high_school,9,72.646,1,1,6065.87,707,10559.23,3,1896.75,5133.53
1697,Client_1697,29,female,married,Samarkand,bachelor,1,10.716,0,1,7386.34,831,8482.93,1,3378.61,5418.12
1698,Client_1698,58,male,widowed,Samarkand,master,34,24.151,0,1,9449.16,804,12350.25,1,3377.91,11719.28
1699,Client_1699,42,male,single,Namangan,bachelor,18,89.727,2,1,5259.88,672,6092.26,4,2157.69,5866.31
1700,Client_1700,22,female,divorced,Samarkand,high_school,5,104.295,2,1,10279.81,642,21227.71,4,4336.76,10881.28
1701,Client_1701,44,male,single,Andijan,bachelor,18,15.848,0,1,4681.08,820,7862.43,1,1678.34,6723.87
1702,Client_1702,28,female,divorced,Tashkent,master,7,60.956,1,1,6271.75,730,7731.2,3,2418.12,14586.5
1703,Client_1703,31,male,widowed,Namangan,bachelor,13,93.638,2,1,5746.12,664,7793.96,2,1628.09,9401.24
1704,Client_1704,33,male,widowed,Samarkand,master,9,174.618,3,0,6591.31,501,10282.33,5,2920.34,10166.85
1705,Client_1705,37,male,single,Tashkent,master,2,119.657,3,0,5726.65,612,13827.94,3,2883.85,12100.96
1706,Client_1706,28,male,divorced,Bukhara,master,28,122.827,3,0,5612.92,606,12559.19,3,2087.43,2851.64
1707,Client_1707,41,male,divorced,Samarkand,master,14,92.766,2,1,5219.88,667,7988.64,2,3085.33,4670.6
1708,Client_1708,38,female,widowed,Tashkent,bachelor,22,57.692,1,1,7966.08,736,12035.0,1,1775.56,11888.35
1709,Client_1709,50,female,single,Andijan,high_school,22,51.766,0,1,6643.06,749,8589.34,0,2894.15,12692.36
1710,Client_1710,38,female,divorced,Bukhara,high_school,17,18.703,0,1,6250.73,815,9187.65,1,2709.32,9188.93
1711,Client_1711,51,female,widowed,Andijan,bachelor,18,44.049,0,1,7423.39,764,12517.49,2,1592.45,6142.35
1712,Client_1712,58,female,married,Tashkent,high_school,27,144.547,3,0,4758.05,563,9174.73,1,1379.02,11228.83
1713,Client_1713,52,female,single,Andijan,phd,25,39.114,0,1,7459.56,773,13565.59,3,4193.89,8633.17
1714,Client_1714,31,male,married,Tashkent,high_school,9,8.385,0,1,6859.35,836,9335.36,1,2865.87,14242.96
1715,Client_1715,45,male,single,Tashkent,master,3,10.183,0,1,6905.44,832,7126.73,3,2586.46,15763.93
1716,Client_1716,53,female,widowed,Andijan,high_school,1,140.28,3,0,7778.75,571,16579.97,3,2848.57,9279.26
1717,Client_1717,58,female,divorced,Tashkent,high_school,2,94.163,2,1,9465.29,663,15661.29,4,5255.74,20734.88
1718,Client_1718,61,male,divorced,Samarkand,master,6,42.699,0,1,7484.46,766,14175.83,1,2595.7,14381.75
1719,Client_1719,28,male,divorced,Tashkent,high_school,15,137.921,3,0,6700.19,576,12148.46,3,3642.67,15467.8
1720,Client_1720,31,male,single,Namangan,high_school,30,163.149,3,0,5226.03,525,10478.3,4,1691.55,5239.73
1721,Client_1721,42,female,widowed,Tashkent,high_school,9,71.798,1,1,3413.77,708,5967.51,2,1408.53,8065.23
1722,Client_1722,44,female,married,Namangan,bachelor,18,116.159,3,0,7191.83,619,13301.69,3,1852.1,4535.26
1723,Client_1723,61,female,widowed,Tashkent,high_school,27,159.742,3,0,5110.55,533,9880.81,2,2708.65,10667.47
1724,Client_1724,37,male,married,Tashkent,bachelor,16,30.353,0,1,3189.6,791,6020.24,2,1576.91,4374.0
1725,Client_1725,32,male,single,Andijan,bachelor,27,78.483,1,1,6473.69,695,9099.84,2,2667.4,5540.06
1726,Client_1726,52,female,single,Samarkand,bachelor,18,109.66,2,1,7359.22,633,11136.94,1,1548.09,4848.3
1727,Client_1727,35,female,married,Samarkand,bachelor,22,129.016,3,0,8116.46,593,19130.31,4,3185.73,10381.72
1728,Client_1728,36,male,married,Bukhara,bachelor,19,78.274,1,1,8591.88,696,9293.58,1,2492.32,10985.98
1729,Client_1729,42,male,married,Andijan,high_school,12,63.097,1,1,8313.57,726,10311.33,3,3037.36,7980.32
1730,Client_1730,48,male,widowed,Andijan,master,12,71.366,1,1,8353.86,709,14048.08,2,4532.56,7777.7
1731,Client_1731,40,male,married,Samarkand,high_school,10,153.93,3,0,4797.89,543,7699.25,3,2436.57,6232.6
1732,Client_1732,53,female,single,Andijan,bachelor,14,64.06,1,1,6775.61,723,13959.1,3,2010.87,8945.34
1733,Client_1733,30,male,single,Samarkand,bachelor,16,54.272,0,1,7869.75,743,11639.24,4,4674.49,10897.48
1734,Client_1734,60,male,divorced,Andijan,master,27,101.038,2,1,7069.56,649,13048.19,3,3968.03,15818.28
1735,Client_1735,52,male,married,Tashkent,bachelor,18,38.938,0,1,6767.28,774,7613.36,3,2784.53,11656.69
1736,Client_1736,53,female,widowed,Samarkand,high_school,3,124.086,3,0,7042.14,603,11287.37,3,2901.78,3808.85
1737,Client_1737,22,female,widowed,Samarkand,bachelor,21,27.661,0,1,7368.3,796,11207.37,3,4129.98,11333.91
1738,Client_1738,53,male,widowed,Namangan,bachelor,21,79.385,1,1,6884.66,692,11563.83,2,3128.79,13940.76
1739,Client_1739,53,male,divorced,Andijan,high_school,33,107.554,2,1,5730.58,635,12070.74,5,2376.33,3511.86
1740,Client_1740,61,male,single,Andijan,bachelor,32,100.034,2,1,4445.76,651,6497.43,4,2221.37,5980.51
1741,Client_1741,33,female,widowed,Samarkand,bachelor,32,41.196,0,1,6693.96,770,10782.15,2,1968.28,9387.74
1742,Client_1742,50,female,single,Tashkent,phd,11,75.385,1,1,7086.22,701,9782.69,0,3907.0,17063.92
1743,Client_1743,53,female,divorced,Tashkent,bachelor,1,56.574,1,1,7069.87,738,11399.68,3,2916.79,10260.98
1744,Client_1744,33,male,married,Tashkent,high_school,27,37.594,0,1,8429.38,777,13063.99,1,3720.73,16857.08
1745,Client_1745,46,female,married,Andijan,high_school,9,109.695,2,1,8695.91,633,11564.72,3,2052.04,9615.97
1746,Client_1746,42,male,married,Namangan,master,21,79.813,1,1,6843.97,691,11496.15,4,2216.1,14089.08
1747,Client_1747,59,male,widowed,Samarkand,master,16,95.355,2,1,6854.7,660,7884.83,3,2541.0,7850.86
1748,Client_1748,22,male,married,Bukhara,high_school,25,40.271,0,1,7859.69,772,11469.72,3,2873.22,10689.55
1749,Client_1749,58,female,widowed,Namangan,high_school,2,103.158,2,1,7639.82,646,15066.44,2,3906.35,11146.23
1750,Client_1750,59,male,divorced,Bukhara,bachelor,6,83.594,1,1,6336.16,684,7450.24,1,1982.77,14907.25
1751,Client_1751,46,female,divorced,Namangan,high_school,7,0.866,0,1,7988.52,850,13665.38,1,2179.62,4848.29
1752,Client_1752,35,female,widowed,Tashkent,high_school,19,28.005,0,1,6780.44,796,9323.39,1,2936.25,6059.91
1753,Client_1753,54,male,single,Andijan,high_school,11,132.192,3,0,6812.33,587,16876.89,3,3038.34,13021.68
1754,Client_1754,62,male,married,Bukhara,high_school,34,45.408,0,1,7650.42,761,8347.65,3,1902.15,12662.63
1755,Client_1755,64,female,married,Namangan,bachelor,16,54.305,0,1,6548.25,742,12906.3,3,1316.12,6568.31
1756,Client_1756,60,male,married,Andijan,bachelor,27,134.849,3,0,7142.01,581,10227.21,5,4049.94,7701.95
1757,Client_1757,31,female,widowed,Bukhara,high_school,9,90.802,2,1,7446.32,670,12180.47,2,1726.46,9193.36
1758,Client_1758,23,male,divorced,Samarkand,high_school,21,128.112,3,0,8225.77,595,20104.2,4,4599.41,11521.78
1759,Client_1759,26,female,married,Namangan,high_school,32,192.861,3,0,8122.21,465,16160.51,5,2921.45,17349.49
1760,Client_1760,29,female,divorced,Samarkand,bachelor,21,92.655,2,1,7400.57,667,8612.71,2,3413.31,3904.77
1761,Client_1761,26,female,married,Tashkent,high_school,12,108.603,2,1,3086.85,634,6543.12,2,846.56,7087.52
1762,Client_1762,29,female,married,Samarkand,bachelor,26,135.142,3,0,7365.03,581,15174.74,3,3900.27,9766.42
1763,Client_1763,59,male,widowed,Samarkand,bachelor,14,86.324,2,1,7596.83,679,12701.04,2,2066.93,7300.51
1764,Client_1764,51,male,single,Namangan,high_school,21,180.746,3,0,7901.39,489,12531.19,5,2801.86,11985.03
1765,Client_1765,52,female,widowed,Tashkent,high_school,29,83.721,1,1,5565.96,684,10093.93,3,1643.13,10126.38
1766,Client_1766,61,female,married,Samarkand,high_school,33,84.842,1,1,3816.89,681,4922.27,3,2042.04,2250.07
1767,Client_1767,32,male,married,Andijan,bachelor,33,55.698,1,1,8209.26,741,16044.37,2,4460.37,15856.63
1768,Client_1768,28,male,single,Bukhara,master,34,157.979,3,0,5163.21,536,12185.28,3,1800.99,10437.54
1769,Client_1769,28,male,divorced,Samarkand,high_school,18,0.744,0,1,8833.25,850,13304.7,2,2852.71,7352.49
1770,Client_1770,48,male,divorced,Tashkent,master,7,7.103,0,1,6132.02,838,6764.33,2,3123.81,5124.92
1771,Client_1771,40,male,married,Samarkand,high_school,32,120.574,3,0,5459.24,610,12615.47,3,3010.25,4954.64
1772,Client_1772,27,male,divorced,Bukhara,master,27,20.155,0,1,7524.43,811,10695.31,2,3383.05,15750.58
1773,Client_1773,31,female,married,Tashkent,bachelor,24,47.188,0,1,7924.26,757,14577.32,1,4524.45,8272.98
1774,Client_1774,40,male,single,Namangan,bachelor,16,105.289,2,1,7834.87,640,11660.95,3,2767.41,16389.54
1775,Client_1775,36,male,single,Tashkent,bachelor,23,113.154,2,1,7752.42,625,16320.88,3,2021.48,12256.94
1776,Client_1776,24,female,married,Namangan,bachelor,20,109.889,2,1,5938.31,632,11092.72,2,1614.37,12080.57
1777,Client_1777,26,male,single,Tashkent,master,1,0.599,0,1,4709.64,850,4356.77,2,2203.79,7570.01
1778,Client_1778,42,male,widowed,Bukhara,master,30,24.413,0,1,6415.5,802,8427.09,3,2328.9,7516.0
1779,Client_1779,46,male,widowed,Bukhara,bachelor,32,94.818,2,1,5281.44,662,7086.6,4,1386.51,12260.48
1780,Client_1780,23,male,single,Tashkent,high_school,29,91.292,2,1,7648.82,670,11645.71,2,2423.84,14766.75
1781,Client_1781,61,male,married,Samarkand,high_school,11,47.649,0,1,8311.37,756,11402.22,3,3426.3,12202.0
1782,Client_1782,62,female,married,Bukhara,master,11,49.431,0,1,7259.04,752,10673.44,3,1804.44,12883.77
1783,Client_1783,34,male,single,Namangan,bachelor,23,128.772,3,0,6998.58,594,14143.95,3,1409.35,12119.35
1784,Client_1784,31,female,divorced,Namangan,bachelor,23,72.403,1,1,6534.35,707,10893.07,2,3704.45,7947.29
1785,Client_1785,38,female,widowed,Andijan,bachelor,10,110.628,2,1,8470.52,630,10472.64,3,2727.04,11414.4
1786,Client_1786,32,male,divorced,Namangan,master,12,78.848,1,1,4254.3,694,8052.44,5,1227.79,4835.07
1787,Client_1787,43,female,married,Andijan,bachelor,26,87.687,2,1,5190.77,676,11230.67,3,2488.42,12971.93
